3.8726,7.74592,14.837,8.93822,10.76,13.9799,11.6403,8.7024,
4.83999,7.49265,13.8574,8.73735,10.9356,12.9955,10.6752,8.96426,
3.97685,6.98769,13.0226,9.288,10.3637,12.1752,9.80761,8.46699,
2.98027,7.07039,12.043,9.08712,9.37919,11.9996,9.54575,7.50188,
3.62648,6.30723,11.4924,8.25239,8.80724,11.1793,8.67815,7.00461,
4.62305,6.22453,10.5128,8.05152,8.98283,10.1948,7.71305,7.26647,
5.26926,5.46136,9.9621,7.21678,8.41087,9.37457,6.84545,6.7692,
5.18655,4.46479,8.98248,7.01591,7.42641,9.19897,6.58359,5.8041,
4.54035,5.22795,8.43183,6.18117,6.85445,8.37869,5.71599,5.30683,
5.53692,5.14525,7.45221,5.9803,7.03004,7.39423,4.75089,5.56869,
4.89072,5.90841,6.90088,5.14601,6.45808,6.57395,5.61848,6.06596,
5.88729,5.82571,5.9211,4.94593,5.47362,6.39835,5.88034,7.03106,
5.24109,6.58888,5.08681,5.49726,4.65333,6.97031,5.38307,7.89866,
6.23767,6.50617,6.06659,5.69734,4.47774,7.95477,5.64493,8.86376,
5.59193,7.26973,6.61792,6.53163,5.0497,8.77506,5.14766,9.73136,
25,5,25,25,25,24,25,26,
24.0284,5.23675,24.3744,25.7801,24.8244,24.9845,24.7381,25.0349,
23.1739,4.71733,24.4837,26.7742,24.0041,25.5564,25.2354,24.1673,
22.2024,4.95427,25.1093,25.994,23.8285,26.5409,24.9735,23.2022,
21.3477,4.43513,25,25,24.4005,27.3612,25.4708,22.3346,
20.3763,4.67239,24.7879,24.0228,23.416,27.1856,25.209,21.3695,
19.5212,4.15383,24.2372,23.188,22.8441,26.3653,24.3414,20.8722,
18.5499,4.39177,24.4381,22.2084,21.8596,26.1897,24.0795,19.9071,
17.6941,3.87454,23.8875,21.3737,21.2876,25.3694,23.2119,19.4098,
16.7232,4.11398,24.0883,20.3941,20.3032,25.1938,22.95,18.4447,
15.8657,3.59944,23.5377,19.5593,19.7312,24.3735,22.0825,17.9475,
14.8956,3.84192,23.7386,18.5797,18.7468,24.198,21.8206,16.9824,
14.0356,3.3315,23.1879,17.745,18.1748,23.3777,20.953,16.4851,
13.0666,3.57864,23.3888,16.7654,17.1903,23.2021,20.6911,15.52,
12.204,3.07282,22.8381,15.9306,16.6184,22.3818,19.8235,15.0227,
11.2364,3.32512,21.8585,15.7297,16.794,21.3973,19.5617,14.0576,
10.7305,4.18776,21.3078,14.895,16.222,20.577,18.6941,13.5603,
9.76292,4.44017,20.3282,14.6941,15.2376,20.4015,18.4322,12.5952,
8.89995,3.93493,19.7776,13.8594,14.6656,19.5812,17.5646,12.098,
7.93247,4.18788,18.798,13.6585,14.8412,18.5967,17.3028,11.1329,
7.42722,5.05085,18.2473,12.8238,14.2692,17.7764,16.4352,10.6356,
6.45977,5.30392,17.2677,12.6229,13.2848,17.6008,16.1733,9.67049,
5.59663,4.79896,16.717,11.7882,12.7128,16.7806,15.3057,9.17322,
4.62923,5.05224,16.9179,10.8086,12.8884,15.7961,14.3406,9.43508,
5.49238,5.5572,16.3673,9.97383,12.3164,14.9758,13.473,8.93781,
5.74566,6.52459,15.3876,9.77295,11.332,14.8002,12.5079,9.19967,
5.2407,7.38773,14.837,8.93822,10.76,13.9799,11.6403,8.7024,
6.20809,7.13446,13.8574,8.73735,10.9356,12.9955,10.6752,8.96426,
5.70428,7.99827,13.3067,7.90262,10.3637,12.1752,9.80761,8.46699,
6.67134,7.74371,12.3271,7.70177,9.37919,11.9996,9.54575,7.50188,
6.43289,8.71487,11.4924,8.25244,8.80724,11.1793,8.67815,7.00461,
7.28821,8.19677,10.5127,8.05159,8.98283,10.1948,7.71305,7.26647,
7.04979,9.16793,9.95206,7.22355,8.41087,9.37457,6.84545,6.7692,
7.90509,8.6498,8.97009,7.0345,7.42641,9.19897,6.58359,5.8041,
7.667,9.62104,8.40934,6.20652,6.84699,8.38394,5.71599,5.30683,
8.52213,9.10263,7.42736,6.01755,7.01359,7.39792,4.75089,5.56869,
8.28502,10.0741,6.59937,6.5783,6.43417,6.58289,5.61848,6.06596,
9.13962,9.55483,5.61739,6.38934,5.44814,6.41629,5.88034,7.03106,
8.90374,10.5266,4.78941,6.95009,4.63311,6.99571,5.38307,7.89866,
8.04979,11.047,5.77139,7.13906,4.46651,7.98173,5.27379,6.90465,
9.02158,11.2829,6.33214,7.96704,5.04593,8.79676,4.49364,6.27905,
25,5,25,25,25,24,25,26,
24.0284,5.23675,24.3744,25.7801,24.8244,24.9845,24.7381,25.0349,
23.1739,4.71733,24.4837,26.7742,24.0041,25.5564,25.2354,24.1673,
22.2024,4.95427,25.1093,25.994,23.8285,26.5409,24.9735,23.2022,
21.3477,4.43513,25,25,24.4005,27.3612,25.4708,22.3346,
20.3763,4.67239,24.7879,24.0228,23.416,27.1856,25.209,21.3695,
19.5212,4.15383,24.2372,23.188,22.8441,26.3653,24.3414,20.8722,
18.5499,4.39177,24.4381,22.2084,21.8596,26.1897,24.0795,19.9071,
17.6941,3.87454,23.8875,21.3737,21.2876,25.3694,23.2119,19.4098,
16.7232,4.11398,24.0883,20.3941,20.3032,25.1938,22.95,18.4447,
15.8657,3.59944,23.5377,19.5593,19.7312,24.3735,22.0825,17.9475,
14.8956,3.84192,23.7386,18.5797,18.7468,24.198,21.8206,16.9824,
14.0356,3.3315,23.1879,17.745,18.1748,23.3777,20.953,16.4851,
13.0666,3.57864,23.3888,16.7654,17.1903,23.2021,20.6911,15.52,
12.204,3.07282,22.8381,15.9306,16.6184,22.3818,19.8235,15.0227,
11.2364,3.32512,21.8585,15.7297,16.794,21.3973,19.5617,14.0576,
10.7305,4.18776,21.3078,14.895,16.222,20.577,18.6941,13.5603,
9.76292,4.44017,20.3282,14.6941,15.2376,20.4015,18.4322,12.5952,
8.89995,3.93493,19.7776,13.8594,14.6656,19.5812,17.5646,12.098,
7.93247,4.18788,18.798,13.6585,14.8412,18.5967,17.3028,11.1329,
7.42722,5.05085,18.2473,12.8238,14.2692,17.7764,16.4352,10.6356,
6.45977,5.30392,17.2677,12.6229,13.2848,17.6008,16.1733,9.67049,
5.59663,4.79896,16.717,11.7882,12.7128,16.7806,15.3057,9.17322,
4.62923,5.05224,16.9179,10.8086,12.8884,15.7961,14.3406,9.43508,
4.12428,5.91539,16.3673,9.97383,12.3164,14.9758,13.473,8.93781,
4.37756,6.88278,15.3876,9.77295,11.332,14.8002,12.5079,9.19967,
3.8726,7.74592,14.837,8.93822,10.76,13.9799,11.6403,8.7024,
4.83999,7.49265,13.8574,8.73735,10.9356,12.9955,10.6752,8.96426,
3.97685,6.98769,13.0226,9.288,10.3637,12.1752,9.80761,8.46699,
2.98027,7.07039,12.043,9.08712,9.37919,11.9996,9.54575,7.50188,
3.62648,6.30723,11.4924,8.25239,8.80724,11.1793,8.67815,7.00461,
4.62305,6.22453,10.5128,8.05152,8.98283,10.1948,7.71305,7.26647,
5.26926,5.46136,9.9621,7.21678,8.41087,9.37457,6.84545,6.7692,
5.18655,4.46479,8.98248,7.01591,7.42641,9.19897,6.58359,5.8041,
4.42339,3.81859,8.43183,6.18117,6.85445,8.37869,5.71599,5.30683,
3.42681,3.90129,7.45221,5.9803,7.03004,7.39423,5.45413,4.34172,
4.18998,4.54749,6.90156,5.14556,6.45808,6.57395,4.95686,5.20932,
5.18648,4.4639,5.92194,4.94469,5.47362,6.39835,5.92197,4.94746,
4.54095,5.22764,5.37129,4.10996,4.48052,6.28102,5.05437,4.45019,
4.62454,6.22414,4.39167,3.90908,5.26573,5.66179,5.31623,5.41529,
3.97902,6.98788,3.55694,4.45973,5.3831,4.6687,4.81896,6.28289,
25,5,25,25,25,24,25,26,
24.0284,5.23675,24.3744,25.7801,24.8244,24.9845,24.7381,25.0349,
23.1739,4.71733,24.4837,26.7742,24.0041,25.5564,25.2354,24.1673,
22.2024,4.95427,25.2638,27.3998,23.8285,26.5409,24.9735,23.2022,
21.3477,4.43513,26.2578,27.2905,24.4005,27.3612,25.4708,22.3346,
20.3763,4.67239,26.8834,26.5103,23.416,27.1856,25.209,21.3695,
19.5212,4.15383,26.7741,25.5163,22.8441,26.3653,24.3414,20.8722,
18.5499,4.39177,25.994,24.8907,21.8596,26.1897,24.0795,19.9071,
17.6941,3.87454,25.8847,23.8967,21.2876,25.3694,23.2119,19.4098,
16.7232,4.11398,25.1046,23.2711,20.3032,25.1938,22.95,18.4447,
15.8657,3.59944,24.9953,22.2771,19.7312,24.3735,22.0825,17.9475,
14.8956,3.84192,24.2152,21.6515,18.7468,24.198,21.8206,16.9824,
14.0356,3.3315,24.1059,20.6575,18.1748,23.3777,20.953,16.4851,
13.0666,3.57864,23.3257,20.0319,17.1903,23.2021,20.6911,15.52,
12.204,3.07282,23.2165,19.0379,16.6184,22.3818,19.8235,15.0227,
11.2364,3.32512,22.4363,18.4123,16.794,21.3973,19.5617,14.0576,
10.7305,4.18776,22.3271,17.4183,16.222,20.577,18.6941,13.5603,
9.76292,4.44017,21.5469,16.7927,15.2376,20.4015,18.4322,12.5952,
8.89995,3.93493,21.4376,15.7986,14.6656,19.5812,17.5646,12.098,
7.93247,4.18788,20.6575,15.173,14.8412,18.5967,17.3028,11.1329,
7.42722,5.05085,20.5482,14.179,14.2692,17.7764,16.4352,10.6356,
6.45977,5.30392,19.7681,13.5534,13.2848,17.6008,16.1733,9.67049,
5.59663,4.79896,18.7738,13.6605,12.7128,16.7806,15.3057,9.17322,
4.62923,5.05224,17.9951,13.0331,12.8884,15.7961,14.3406,9.43508,
4.12428,5.91539,17,13.1322,12.3164,14.9758,13.473,8.93781,
4.37756,6.88278,16.2263,12.4987,11.332,14.8002,12.5079,9.19967,
3.8726,7.74592,15.2275,12.4503,10.76,13.9799,11.6403,8.7024,
4.83999,7.49265,14.5554,11.7098,10.9347,12.9953,10.6752,8.96426,
3.97685,6.98769,13.5566,11.6615,10.362,12.1755,9.80761,8.46699,
2.98027,7.07039,12.8845,10.921,9.37738,12.0009,9.54575,7.50188,
3.62648,6.30723,11.8857,10.8726,8.80467,11.1811,8.67815,7.00461,
4.62305,6.22453,11.2136,10.1322,8.97848,10.1963,7.71305,7.26647,
5.26926,5.46136,10.2147,10.0838,8.40504,9.37707,6.84545,6.7692,
5.18655,4.46479,9.54266,9.34331,7.42027,9.20326,6.58359,5.8041,
4.42339,3.81859,9.59102,8.34448,6.84683,8.38401,5.71599,5.30683,
3.42681,3.90129,8.91894,7.60401,7.02064,7.39923,5.45413,4.34172,
2.78061,4.66446,7.92011,7.55564,6.4472,6.57999,4.95686,5.20932,
2.86331,5.66103,7.24803,6.81517,5.46242,6.40617,5.92197,4.94746,
3.62648,6.30723,7.29585,5.81631,4.88897,5.58693,5.05437,4.45019,
4.62305,6.22453,6.62336,5.0762,5.06215,4.60204,5.31623,5.41529,
5.26925,5.46136,5.62451,5.02838,5.63611,5.42093,4.81896,6.28289,
25,5,25,25,25,24,25,26,
24.0284,5.23675,24.3744,25.7801,24.8244,24.9845,24.7381,25.0349,
23.1739,4.71733,24.4837,26.7742,24.0041,25.5564,25.2354,24.1673,
22.2024,4.95427,25.1093,25.994,23.8285,26.5409,24.9735,23.2022,
21.3477,4.43513,25,25,24.4005,27.3612,25.4708,22.3346,
20.3763,4.67239,24.7879,24.0228,23.416,27.1856,25.209,21.3695,
19.5212,4.15383,24.2372,23.188,22.5957,27.7575,24.3414,20.8722,
18.5499,4.39177,24.4381,22.2084,22.4202,28.742,24.0795,19.9071,
17.6941,3.87454,23.8875,21.3737,21.8482,27.9217,23.2119,19.4098,
16.7232,4.11398,24.0883,20.3941,20.8637,27.7461,22.95,18.4447,
15.8657,3.59944,23.5377,19.5593,20.0434,28.3181,22.0825,17.9475,
14.8956,3.84192,23.7386,18.5797,19.8679,29.3025,21.8206,16.9824,
14.0356,3.3315,23.1879,17.745,19.2959,28.4823,20.953,16.4851,
13.0666,3.57864,23.3888,16.7654,18.3114,28.3067,20.6911,15.52,
12.204,3.07282,22.8381,15.9306,17.7395,27.4864,19.8235,15.0227,
11.2364,3.32512,21.8585,15.7297,16.755,27.3108,19.5617,14.0576,
10.7305,4.18776,21.3078,14.895,16.1831,26.4905,18.6941,13.5603,
9.76292,4.44017,20.3282,14.6941,15.1986,26.3149,18.4322,12.5952,
8.89995,3.93493,19.7776,13.8594,14.3783,26.8869,17.5646,12.098,
7.93247,4.18788,18.798,13.6585,13.3938,26.7113,17.3028,11.1329,
7.42722,5.05085,18.2473,12.8238,12.8219,25.891,16.4352,10.6356,
6.45977,5.30392,17.2677,12.6229,11.8374,25.7154,16.1733,9.67049,
5.59663,4.79896,16.717,11.7882,11.0171,26.2874,15.3057,9.17322,
4.62923,5.05224,16.9179,10.8086,10.0327,26.1118,14.3406,9.43508,
4.12428,5.91539,16.3673,9.97383,9.46072,25.2915,13.473,8.93781,
4.37756,6.88278,15.3876,9.77295,8.47626,25.1159,12.5079,9.19967,
3.8726,7.74592,14.837,8.93822,7.65598,25.6879,11.6403,8.7024,
4.83999,7.49265,13.8574,8.73734,6.67151,25.5123,10.6752,8.96426,
3.97685,6.98769,13.0226,9.288,6.09956,24.692,9.80761,8.46699,
2.98027,7.07039,12.043,9.08712,5.11509,24.5164,9.54575,7.50188,
3.62648,6.30723,11.4924,8.25239,4.27058,23.9809,8.67815,7.00461,
4.62305,6.22453,10.5128,8.05151,4.05211,23.005,7.71305,7.26647,
5.26926,5.46136,9.9621,7.21678,4.58765,22.1605,6.84545,6.7692,
5.18655,4.46479,8.98248,7.0159,4.36917,21.1847,6.58359,5.8041,
4.42339,3.81859,8.43183,6.18117,4.90471,20.3401,5.71599,5.30683,
3.42681,3.90129,7.45221,5.98029,4.68624,19.3643,5.45413,4.34172,
2.78061,4.66446,6.90156,5.14556,5.22178,18.5198,4.95686,5.20932,
2.86331,5.66103,5.92194,4.94469,5.00331,17.544,5.92197,4.94746,
3.62648,6.30723,5.08721,5.49534,5.53885,16.6994,5.05437,4.45019,
4.62305,6.22453,6.06683,5.69621,5.32037,15.7236,5.31623,5.41529,
5.26925,5.46136,6.61748,6.53095,5.85591,14.8791,4.81896,6.28289,
25,5,25,25,25,24,25,26,
24.0284,5.23675,24.3744,25.7801,24.8244,24.9845,24.7381,25.0349,
23.1739,4.71733,24.4837,26.7742,24.0041,25.5564,25.2354,24.1673,
22.2024,4.95427,25.1093,25.994,23.8285,26.5409,24.9735,23.2022,
21.3477,4.43513,25,25,24.4005,27.3612,25.4708,22.3346,
20.3763,4.67239,24.7879,24.0228,23.416,27.1856,25.209,21.3695,
19.5212,4.15383,24.2372,23.188,22.8441,26.3653,24.3414,20.8722,
18.5499,4.39177,24.4381,22.2084,21.8596,26.1897,24.0795,19.9071,
17.6941,3.87454,23.8875,21.3737,21.2876,25.3694,23.2119,19.4098,
16.7232,4.11398,24.0883,20.3941,20.3032,25.1938,22.95,18.4447,
15.8657,3.59944,23.5377,19.5593,19.7312,24.3735,22.0825,17.9475,
14.8956,3.84192,23.7386,18.5797,18.7468,24.198,21.8206,16.9824,
14.0356,3.3315,23.1879,17.745,18.1748,23.3777,20.953,16.4851,
13.0666,3.57864,23.3888,16.7654,17.1903,23.2021,20.6911,15.52,
12.204,3.07282,22.8381,15.9306,16.6184,22.3818,19.8235,15.0227,
11.2364,3.32512,21.8585,15.7297,16.794,21.3973,19.5617,14.0576,
10.7305,4.18776,21.3078,14.895,16.222,20.577,18.6941,13.5603,
9.76292,4.44017,20.3282,14.6941,15.2376,20.4015,18.4322,12.5952,
8.89995,3.93493,19.7776,13.8594,14.6656,19.5812,17.5646,12.098,
7.93247,4.18788,18.798,13.6585,14.8412,18.5967,17.3028,11.1329,
7.42722,5.05085,18.2473,12.8238,14.2692,17.7764,16.4352,10.6356,
6.45977,5.30392,17.2677,12.6229,13.2848,17.6008,16.1733,9.67049,
5.59663,4.79896,16.717,11.7882,12.7128,16.7806,15.3057,9.17322,
4.62923,5.05224,16.9179,10.8086,12.8884,15.7961,14.3406,9.43508,
